4.93 	4.14 	
4.60 	2.31 	
4.10 	4.20 	
4.25 	4.44 	
4.49 	3.99 	
4.25 	3.26 	
4.97 	3.41 	
4.24 	3.04 	
4.98 	3.87 	
4.72 	3.17 	
4.98 	4.37 	
4.76 	2.44 	
4.51 	3.84 	
4.67 	3.59 	
4.26 	3.29 	
4.68 	3.28 	
4.31 	3.53 	
4.92 	4.24 	
4.94 	4.44 	
5.25 	4.63 	
5.80 	4.04 	
5.97 	3.31 	
5.63 	4.36 	
5.91 	3.76 	
5.76 	3.62 	
5.31 	2.70 	
5.27 	3.27 	
5.93 	3.84 	
5.22 	3.29 	
5.33 	4.33 	
5.61 	4.33 	
5.64 	4.29 	
5.77 	4.07 	
5.91 	4.56 	
5.87 	3.92 	
5.35 	4.02 	
5.97 	3.85 	
5.43 	4.18 	
5.40 	3.71 	
5.69 	4.03 	
5.80 	4.40 	
5.47 	4.18 	
5.55 	3.42 	
6.32 	3.62 	
5.56 	2.62 	
5.07 	3.39 	
6.02 	3.13 	
5.81 	3.11 	
6.03 	3.54 	
5.39 	3.49 	
5.27 	3.29 	
5.23 	4.47 	
5.62 	3.80 	
5.20 	4.79 	
5.67 	4.55 	
5.82 	4.93 	
5.33 	4.09 	
5.34 	4.09 	
5.57 	4.80 	
5.77 	5.18 	
5.62 	5.21 	
5.25 	5.43 	
5.66 	5.39 	
5.58 	5.54 	
5.68 	5.31 	
5.77 	5.93 	
5.58 	5.37 	
5.88 	5.09 	
5.70 	4.86 	
5.53 	5.99 	
6.04 	4.83 	
6.93 	5.03 	
6.26 	4.50 	
6.89 	3.69 	
6.74 	4.66 	
6.60 	4.62 	
6.60 	4.86 	
6.98 	5.27 	
6.69 	4.27 	
6.90 	3.88 	
6.51 	4.04 	
7.20 	4.71 	
5.24 	5.07 	
6.31 	4.41 	
5.78 	4.61 	
6.64 	5.97 	
7.13 	5.90 	
6.72 	5.56 	
5.30 	6.44 	
6.40 	6.47 	
6.28 	5.85 	
4.99 	5.44 	
5.56 	5.48 	
5.57 	5.47 	
5.69 	5.94 	
5.58 	5.46 	
6.05 	5.82 	
5.45 	5.97 	
6.12 	6.45 	
5.96 	5.84 	
5.93 	5.81 	
5.71 	6.50 	
5.65 	6.45 	
5.42 	6.14 	
6.06 	5.98 	
6.09 	5.89 	
5.01 	5.88 	
5.62 	6.26 	
5.05 	6.23 	
5.60 	6.24 	
4.92 	5.63 	
5.33 	6.34 	
5.53 	6.71 	
5.07 	6.48 	
5.15 	6.53 	
5.27 	6.82 	
6.33 	6.22 	
6.08 	6.40 	
6.45 	5.78 	
5.86 	5.79 	
5.88 	6.19 	
5.92 	5.47 	
5.48 	6.05 	
5.21 	6.21 	
5.94 	5.91 	
6.20 	6.38 	
5.55 	5.57 	
5.16 	5.67 	
5.59 	6.35 	
6.36 	5.17 	
6.56 	5.45 	
6.19 	6.27 	
6.52 	5.72 	
6.06 	5.49 	
6.44 	6.41 	
6.72 	6.34 	
6.69 	6.29 	
6.31 	6.16 	
6.39 	6.18 	
6.17 	6.02 	
6.21 	5.85 	
6.10 	5.62 	
6.07 	5.60 	
5.97 	5.96 	
6.05 	6.16 	
5.46 	5.66 	
6.25 	5.86 	
6.13 	5.62 	
6.01 	5.74 	
5.73 	5.72 	
5.58 	5.99 	
6.27 	6.02 	
5.71 	4.97 	
6.09 	5.10 	
5.69 	6.23 	
6.06 	5.86 	
5.65 	6.70 	
5.93 	5.60 	
5.90 	4.88 	
5.73 	5.07 	
5.82 	4.84 	
6.07 	4.99 	
6.23 	5.42 	
5.93 	6.17 	
5.56 	5.62 	
5.32 	4.74 	
5.60 	5.07 	
6.46 	4.93 	
5.41 	5.87 	
5.48 	5.95 	
6.06 	5.96 	
5.92 	6.11 	
5.93 	6.00 	
5.89 	5.61 	
6.28 	5.58 	
5.77 	5.22 	
5.46 	5.93 	
5.69 	5.63 	
5.89 	6.21 	
5.81 	5.51 	
5.51 	5.04 	
5.73 	6.14 	
5.42 	5.70 	
5.37 	5.74 	
5.19 	5.30 	
5.60 	5.75 	
6.19 	4.18 	
5.55 	6.42 	
4.58 	5.96 	
4.59 	5.71 	
5.08 	5.98 	
5.32 	5.50 	
5.77 	5.73 	
5.71 	6.38 	
5.53 	6.74 	
5.02 	4.43 	
5.35 	5.47 	
5.65 	5.98 	
6.10 	5.14 	
5.95 	5.53 	
5.75 	4.97 	
6.62 	5.82 	
6.09 	5.85 	
6.02 	4.70 	
5.61 	4.29 	
5.66 	4.15 	
6.41 	6.04 	
5.37 	5.21 	
5.74 	5.66 	
6.24 	4.83 	
5.71 	4.83 	
5.27 	6.26 	
5.71 	6.76 	
6.01 	5.97 	
5.46 	5.59 	
5.61 	5.12 	
5.75 	5.95 	
5.46 	4.77 	
5.61 	5.09 	
5.82 	5.52 	
5.72 	4.96 	
5.57 	4.94 	
5.64 	5.71 	
5.82 	6.14 	
5.52 	5.79 	
5.14 	5.70 	
5.76 	5.14 	
5.65 	6.01 	
6.65 	5.40 	
5.23 	5.13 	
5.96 	4.99 	
5.33 	4.60 	
5.45 	4.18 	
5.53 	4.48 	
5.52 	4.84 	
6.34 	4.73 	
5.82 	4.73 	
6.14 	4.39 	
5.59 	5.02 	
5.43 	4.69 	
5.43 	4.44 	
6.19 	4.60 	
5.96 	4.87 	
5.89 	4.80 	
5.34 	4.44 	
6.37 	4.91 	
5.66 	4.81 	
6.06 	5.54 	
5.78 	5.16 	
5.02 	5.52 	
5.43 	5.64 	
5.60 	5.57 	
5.84 	5.65 	
5.58 	4.33 	
5.63 	5.04 	
5.81 	4.77 	
5.47 	5.33 	
5.22 	4.94 	
5.65 	4.54 	
6.11 	4.46 	
5.95 	4.58 	
5.83 	5.01 	
6.08 	4.84 	
5.27 	4.61 	
6.00 	4.10 	
5.56 	4.17 	
6.47 	5.33 	
5.98 	4.26 	
6.15 	4.62 	
6.00 	5.78 	
6.17 	4.07 	
5.82 	5.11 	
5.82 	4.98 	
4.25 	4.90 	
4.37 	4.70 	
5.51 	5.37 	
6.38 	5.17 	
6.22 	5.28 	
6.47 	4.79 	
6.21 	4.70 	
5.21 	4.26 	
5.81 	6.42 	
6.05 	5.86 	
6.30 	5.94 	
6.17 	6.01 	
6.16 	5.98 	
5.76 	5.72 	
5.56 	5.60 	
6.01 	5.57 	
5.57 	5.07 	
5.59 	5.31 	
5.52 	5.40 	
5.61 	5.29 	
5.38 	5.09 	
5.62 	4.99 	
5.35 	5.53 	
5.52 	4.95 	
6.34 	5.11 	
6.06 	5.34 	
5.69 	5.13 	
5.40 	5.37 	
5.67 	5.70 	
5.84 	6.15 	
5.95 	5.45 	
6.19 	5.19 	
6.07 	5.60 	
6.48 	5.26 	
5.60 	5.05 	
5.20 	5.69 	
5.64 	4.94 	
5.23 	5.19 	
6.32 	5.77 	
6.06 	4.68 	
6.23 	4.81 	
6.53 	6.02 	
6.15 	5.33 	
5.89 	5.96 	
5.67 	4.87 	
6.98 	5.88 	
5.30 	5.76 	
5.77 	6.18 	
5.32 	6.41 	
5.55 	6.59 	
6.26 	6.68 	
6.14 	5.95 	
5.52 	5.91 	
6.20 	5.25 	
5.88 	4.86 	
5.76 	4.19 	
6.05 	5.03 	
5.66 	5.21 	
6.31 	5.09 	
5.74 	5.30 	
6.18 	4.63 	
5.78 	5.69 	
6.35 	5.45 	
5.58 	6.07 	
6.03 	5.44 	
5.59 	5.82 	
6.13 	5.79 	
5.92 	5.31 	
6.12 	5.22 	
6.33 	4.41 	
6.23 	5.03 	
5.41 	4.45 	
5.90 	3.53 	
5.59 	5.62 	
5.13 	5.61 	
5.26 	3.95 	
5.87 	5.13 	
4.57 	4.27 	
5.74 	4.79 	
5.70 	4.05 	
7.02 	4.97 	
5.68 	4.45 	
5.89 	4.56 	
5.55 	5.37 	
6.44 	3.73 	
5.31 	5.64 	
5.44 	4.45 	
5.32 	3.71 	
4.65 	4.40 	
5.84 	4.57 	
5.52 	6.24 	
5.49 	5.47 	
4.95 	5.77 	
5.47 	6.03 	
5.71 	5.86 	
5.38 	5.69 	
5.65 	6.94 	
5.67 	6.47 	
6.03 	4.73 	
5.52 	4.66 	
6.38 	4.96 	
6.49 	5.02 	
6.07 	5.21 	
6.48 	5.77 	
6.71 	5.44 	
6.32 	5.65 	
5.96 	5.10 	
5.58 	5.06 	
6.23 	4.97 	
5.99 	4.23 	
6.17 	4.46 	
6.50 	4.75 	
5.53 	4.54 	
5.88 	4.23 	
5.82 	3.95 	
5.35 	3.87 	
5.60 	4.97 	
6.10 	4.90 	
6.02 	4.96 	
5.75 	4.33 	
5.35 	2.99 	
5.10 	4.34 	
5.35 	4.59 	
6.20 	3.49 	
6.03 	4.44 	
5.29 	3.44 	
5.20 	4.57 	
5.68 	4.38 	
5.57 	3.27 	
6.00 	3.86 	
6.27 	4.33 	
6.45 	4.76 	
5.93 	5.04 	
6.35 	4.58 	
6.70 	4.28 	
6.01 	5.26 	
5.64 	5.57 	
6.09 	4.68 	
6.62 	4.51 	
6.22 	3.84 	
6.39 	5.14 	
6.04 	4.97 	
6.21 	4.46 	
5.69 	4.13 	
5.94 	4.13 	
6.16 	4.34 	
6.23 	4.43 	
5.87 	3.45 	
6.19 	4.15 	
6.42 	4.56 	
6.40 	4.48 	
6.25 	4.84 	
5.93 	3.67 	
5.85 	4.16 	
6.32 	4.12 	
5.76 	5.03 	
5.48 	4.83 	
6.04 	4.58 	
6.15 	5.53 	
6.30 	4.67 	
6.49 	4.47 	
6.66 	4.32 	
6.00 	5.34 	
6.26 	3.65 	
5.85 	3.43 	
5.05 	4.03 	
5.73 	4.22 	
5.25 	6.20 	
5.82 	5.42 	
5.78 	5.66 	
6.79 	5.95 	
5.89 	6.07 	
5.91 	5.68 	
6.20 	5.82 	
6.20 	5.73 	
6.35 	5.87 	
5.91 	6.15 	
6.19 	5.34 	
6.07 	5.72 	
5.67 	6.02 	
6.41 	5.03 	
6.30 	4.75 	
6.23 	5.06 	
6.43 	3.90 	
6.31 	4.04 	
6.78 	4.56 	
5.73 	3.39 	
7.41 	3.74 	
6.80 	2.97 	
6.68 	3.19 	
6.46 	4.37 	
6.26 	4.26 	
6.68 	3.11 	
6.43 	3.40 	
5.98 	3.16 	
6.28 	3.25 	
6.17 	3.03 	
6.18 	3.11 	
6.04 	2.92 	
5.71 	3.09 	
5.77 	3.26 	
5.44 	2.59 	
6.12 	2.56 	
5.39 	2.85 	
5.32 	4.25 	
5.69 	3.20 	
5.55 	3.17 	
6.24 	3.18 	
6.40 	3.86 	
5.94 	3.49 	
6.15 	4.21 	
5.87 	2.31 	
6.44 	3.20 	
5.80 	3.08 	
5.41 	2.68 	
5.88 	2.81 	
5.63 	3.35 	
5.59 	2.82 	
5.60 	3.04 	
6.74 	3.01 	
6.36 	3.19 	
6.81 	2.77 	
6.52 	3.44 	
6.66 	3.49 	
6.65 	3.71 	
6.21 	3.62 	
6.25 	2.67 	
6.30 	2.57 	
5.77 	3.09 	
6.00 	3.37 	
5.77 	3.34 	
5.78 	3.54 	
5.66 	2.44 	
5.95 	3.55 	
6.13 	3.19 	
6.92 	3.84 	
6.00 	3.72 	
6.07 	3.12 	
6.57 	3.18 	
6.83 	3.55 	
6.78 	2.76 	
6.09 	2.61 	
5.61 	2.15 	
6.26 	2.83 	
6.22 	2.90 	
5.22 	2.39 	
